#Frame       d_CD-CBM        Rg_CD       Rg_CBM    Rg_Global
     395      32.6247      21.9244      12.5435      24.4125
     396      32.1686      22.0285      12.5706      24.3845
     397      32.0940      22.0316      12.5573      24.3576
     398      32.4001      22.0838      12.5409      24.4506
     399      32.3215      22.0363      12.5798      24.4025
     400      32.3453      22.0701      12.5288      24.4380
     401      32.3210      21.9978      12.5158      24.3733
     402      32.8353      21.9882      12.5609      24.4566
     403      32.8734      21.9300      12.5611      24.4152
     404      32.6935      21.9490      12.5289      24.3921
     405      32.2894      22.0577      12.5766      24.4168
     406      32.2273      21.9817      12.5883      24.3275
     407      32.5033      22.0370      12.5434      24.4509
     408      32.7297      22.0694      12.5487      24.5004
     409      32.4844      21.9400      12.5204      24.3583
     410      32.4548      22.0695      12.4666      24.4485
     411      32.6419      21.9650      12.5461      24.4044
     412      32.2353      22.0332      12.5314      24.3791
     413      32.4640      21.9347      12.5595      24.3508
     414      32.2218      21.9546      12.5876      24.3207
     415      32.3113      21.9334      12.5584      24.3157
     416      32.5998      21.9403      12.5068      24.3563
     417      32.5636      22.0112      12.5425      24.4201
     418      32.6431      22.0313      12.6455      24.4817
     419      32.3291      21.9990      12.5489      24.3766
     420      31.9856      21.9957      12.4959      24.2974
     421      32.1643      21.9529      12.5111      24.3148
     422      32.2386      21.9972      12.5663      24.3594
     423      31.7429      21.9689      12.5910      24.2467
     424      32.0298      21.9235      12.5039      24.2477
     425      31.6972      21.9099      12.5295      24.1763
     426      32.0886      21.9042      12.5662      24.2558
     427      31.9873      21.8723      12.5205      24.2030
     428      31.9549      21.9335      12.5668      24.2477
     429      31.8536      21.8497      12.4939      24.1687
     430      32.1712      21.8568      12.4610      24.2325
     431      32.0279      21.8874      12.5264      24.2439
     432      32.0895      21.8754      12.4727      24.2507
     433      32.3659      21.9102      12.5155      24.3147
     434      32.1974      21.9523      12.5071      24.3158
     435      31.8741      21.9271      12.4935      24.2420
     436      32.0579      21.9025      12.5562      24.2736
     437      32.0054      21.8474      12.4764      24.1860
     438      32.2054      21.9038      12.5294      24.2868
     439      31.8875      21.8773      12.4529      24.1845
     440      31.9826      21.8917      12.5290      24.2277
     441      32.3434      21.8687      12.5407      24.2824
     442      31.9593      21.9205      12.4880      24.2320
     443      32.0544      21.9464      12.5824      24.2857
     444      32.1936      21.9021      12.5188      24.2892
     445      31.9404      21.9341      12.5376      24.2622
     446      32.1574      21.8936      12.5220      24.2597
     447      32.0568      21.8985      12.6198      24.2891
     448      32.0305      21.9340      12.5338      24.2946
     449      31.8862      22.0160      12.5405      24.3183
     450      32.1353      21.9513      12.5387      24.2938
     451      32.3861      21.9077      12.5907      24.3387
     452      32.6455      21.9314      12.5011      24.3762
     453      32.1722      21.9193      12.5488      24.2878
     454      32.0236      21.9352      12.5808      24.2709
     455      32.4794      21.9548      12.5596      24.3829
     456      32.2350      21.9625      12.5280      24.3332
     457      32.5549      21.9515      12.5185      24.3797
     458      32.1258      21.8170      12.5089      24.1988
     459      32.3538      21.9080      12.5478      24.3095
     460      32.4841      21.9036      12.4969      24.3312
     461      32.2247      21.9201      12.5366      24.2831
     462      32.3346      21.8662      12.5264      24.2730
     463      31.6697      21.9256      12.5571      24.1943
     464      32.4222      21.9145      12.5371      24.3305
     465      32.5278      21.9598      12.5036      24.3813
     466      32.4373      21.9466      12.5096      24.3781
     467      32.2980      21.9979      12.5040      24.3739
     468      32.4969      21.9808      12.5222      24.4095
     469      32.5942      21.9847      12.5165      24.4240
     470      32.9501      22.0196      12.5412      24.5141
     471      32.7401      21.9006      12.5755      24.3997
     472      32.6936      21.9362      12.5025      24.4165
     473      32.5009      21.9362      12.5475      24.3704
     474      32.5459      21.9838      12.4852      24.4264
     475      32.1214      21.9785      12.4913      24.3142
